"Step","run_1k_episodes_mstep30 - episode_loss","run_1k_episodes_mstep30 - episode_loss__MIN","run_1k_episodes_mstep30 - episode_loss__MAX"
"159","0.009223110042512417","0.009223110042512417","0.009223110042512417"
"193","0.0051642535254359245","0.0051642535254359245","0.0051642535254359245"
"227","0.008501358330249786","0.008501358330249786","0.008501358330249786"
"261","0.005890634376555681","0.005890634376555681","0.005890634376555681"
"295","0.0047670453786849976","0.0047670453786849976","0.0047670453786849976"
"329","0.0036567142233252525","0.0036567142233252525","0.0036567142233252525"
"363","0.006181830540299416","0.006181830540299416","0.006181830540299416"
"397","0.004560274537652731","0.004560274537652731","0.004560274537652731"
"431","0.004527845070697367","0.004527845070697367","0.004527845070697367"
"465","0.00408830214291811","0.00408830214291811","0.00408830214291811"
"499","0.004454628913663328","0.004454628913663328","0.004454628913663328"
"533","0.0037349658086895943","0.0037349658086895943","0.0037349658086895943"
"567","0.0034385448088869452","0.0034385448088869452","0.0034385448088869452"
"601","0.004010146018117666","0.004010146018117666","0.004010146018117666"
"635","0.003665399504825473","0.003665399504825473","0.003665399504825473"
"669","0.0040182555094361305","0.0040182555094361305","0.0040182555094361305"
"703","0.0026583729777485132","0.0026583729777485132","0.0026583729777485132"
"737","0.002076678443700075","0.002076678443700075","0.002076678443700075"
"771","0.0020752893178723752","0.0020752893178723752","0.0020752893178723752"
"805","0.002488426398485899","0.002488426398485899","0.002488426398485899"
"839","0.0018398238462395966","0.0018398238462395966","0.0018398238462395966"
"873","0.0021392195485532284","0.0021392195485532284","0.0021392195485532284"
"907","0.0016299461713060737","0.0016299461713060737","0.0016299461713060737"
"941","0.0019694562070071697","0.0019694562070071697","0.0019694562070071697"
"975","0.0016089864657260478","0.0016089864657260478","0.0016089864657260478"
"1009","0.0018850911874324083","0.0018850911874324083","0.0018850911874324083"
"1043","0.0017567616305314004","0.0017567616305314004","0.0017567616305314004"
"1077","0.0012372415512800217","0.0012372415512800217","0.0012372415512800217"
"1111","0.001497963210567832","0.001497963210567832","0.001497963210567832"
"1145","0.0017821162473410368","0.0017821162473410368","0.0017821162473410368"
"1179","0.0016488009132444859","0.0016488009132444859","0.0016488009132444859"
"1213","0.0015110592357814312","0.0015110592357814312","0.0015110592357814312"
"1247","0.0011946797312702984","0.0011946797312702984","0.0011946797312702984"
"1281","0.0013570694718509912","0.0013570694718509912","0.0013570694718509912"
"1315","0.0008580565918236971","0.0008580565918236971","0.0008580565918236971"
"1349","0.0015998238231986761","0.0015998238231986761","0.0015998238231986761"
"1383","0.0010228698374703526","0.0010228698374703526","0.0010228698374703526"
"1417","0.001490930444560945","0.001490930444560945","0.001490930444560945"
"1451","0.001325183839071542","0.001325183839071542","0.001325183839071542"
"1485","0.001116241910494864","0.001116241910494864","0.001116241910494864"
"1519","0.0012541134492494166","0.0012541134492494166","0.0012541134492494166"
"1553","0.0013373550027608871","0.0013373550027608871","0.0013373550027608871"
"1587","0.0010522392112761736","0.0010522392112761736","0.0010522392112761736"
"1621","0.0007295226096175611","0.0007295226096175611","0.0007295226096175611"
"1655","0.0016789642395451665","0.0016789642395451665","0.0016789642395451665"
"1689","0.0008278771420009434","0.0008278771420009434","0.0008278771420009434"
"1723","0.0007806487556081265","0.0007806487556081265","0.0007806487556081265"
"1757","0.0012206597020849586","0.0012206597020849586","0.0012206597020849586"
"1791","0.0009123493800871074","0.0009123493800871074","0.0009123493800871074"
"1825","0.001176719437353313","0.001176719437353313","0.001176719437353313"
"1859","0.0008148036431521177","0.0008148036431521177","0.0008148036431521177"
"1893","0.0004926214460283518","0.0004926214460283518","0.0004926214460283518"
"1927","0.0009080171294044703","0.0009080171294044703","0.0009080171294044703"
"1961","0.00039493999793194234","0.00039493999793194234","0.00039493999793194234"
"1995","0.000970449618762359","0.000970449618762359","0.000970449618762359"
"2029","0.0005325666861608624","0.0005325666861608624","0.0005325666861608624"
"2063","0.0006142020574770868","0.0006142020574770868","0.0006142020574770868"
"2097","0.0006059656152501702","0.0006059656152501702","0.0006059656152501702"
"2131","0.0005020997341489419","0.0005020997341489419","0.0005020997341489419"
"2165","0.000652196176815778","0.000652196176815778","0.000652196176815778"
"2199","0.000891823583515361","0.000891823583515361","0.000891823583515361"
"2233","0.0007351256208494306","0.0007351256208494306","0.0007351256208494306"
"2267","0.0005950051127001643","0.0005950051127001643","0.0005950051127001643"
"2301","0.0006061355234123766","0.0006061355234123766","0.0006061355234123766"
"2335","0.0007802087347954512","0.0007802087347954512","0.0007802087347954512"
"2369","0.0008392242016270757","0.0008392242016270757","0.0008392242016270757"
"2403","0.0006973084527999163","0.0006973084527999163","0.0006973084527999163"
"2437","0.0006857727421447635","0.0006857727421447635","0.0006857727421447635"
"2471","0.000644325977191329","0.000644325977191329","0.000644325977191329"
"2505","0.0007073568995110691","0.0007073568995110691","0.0007073568995110691"
"2539","0.0008781561336945742","0.0008781561336945742","0.0008781561336945742"
"2573","0.0006149187684059143","0.0006149187684059143","0.0006149187684059143"
"2607","0.00044087062997277826","0.00044087062997277826","0.00044087062997277826"
"2641","0.0003913076943717897","0.0003913076943717897","0.0003913076943717897"
"2675","0.0005363768723327667","0.0005363768723327667","0.0005363768723327667"
"2709","0.0005461378023028374","0.0005461378023028374","0.0005461378023028374"
"2743","0.00034917979792226106","0.00034917979792226106","0.00034917979792226106"
"2777","0.0006814894150011241","0.0006814894150011241","0.0006814894150011241"
"2811","0.0006835480162408203","0.0006835480162408203","0.0006835480162408203"
"2845","0.0004326634225435555","0.0004326634225435555","0.0004326634225435555"
"2879","0.0008480034884996712","0.0008480034884996712","0.0008480034884996712"
"2913","0.0003511589311528951","0.0003511589311528951","0.0003511589311528951"
"2947","0.0006962773331906646","0.0006962773331906646","0.0006962773331906646"
"2981","0.0012464583851397038","0.0012464583851397038","0.0012464583851397038"
"3015","0.000640357204247266","0.000640357204247266","0.000640357204247266"
"3049","0.0005048498278483748","0.0005048498278483748","0.0005048498278483748"
"3083","0.00047627586172893643","0.00047627586172893643","0.00047627586172893643"
"3117","0.0005400495720095932","0.0005400495720095932","0.0005400495720095932"
"3151","0.0005296689632814378","0.0005296689632814378","0.0005296689632814378"
"3185","0.0003392098587937653","0.0003392098587937653","0.0003392098587937653"
"3219","0.0006087262008804828","0.0006087262008804828","0.0006087262008804828"
"3253","0.0005984912859275937","0.0005984912859275937","0.0005984912859275937"
"3287","0.0004597314400598407","0.0004597314400598407","0.0004597314400598407"
"3321","0.00045106542529538274","0.00045106542529538274","0.00045106542529538274"
"3355","0.00041579654498491436","0.00041579654498491436","0.00041579654498491436"
"3389","0.00033710343996062875","0.00033710343996062875","0.00033710343996062875"
"3423","0.0006088122609071434","0.0006088122609071434","0.0006088122609071434"
"3457","0.0006364619475789368","0.0006364619475789368","0.0006364619475789368"
"3491","0.00045165362826082855","0.00045165362826082855","0.00045165362826082855"
"3525","0.0006970163667574525","0.0006970163667574525","0.0006970163667574525"
"3559","0.0006554565625265241","0.0006554565625265241","0.0006554565625265241"
"3593","0.0006053734105080366","0.0006053734105080366","0.0006053734105080366"
"3627","0.000592316166148521","0.000592316166148521","0.000592316166148521"
"3661","0.0004821594338864088","0.0004821594338864088","0.0004821594338864088"
"3695","0.0006292153557296842","0.0006292153557296842","0.0006292153557296842"
"3729","0.0006881235167384148","0.0006881235167384148","0.0006881235167384148"
"3763","0.00043598373304121196","0.00043598373304121196","0.00043598373304121196"
"3797","0.0007667904137633741","0.0007667904137633741","0.0007667904137633741"
"3831","0.00039278194890357554","0.00039278194890357554","0.00039278194890357554"
"3865","0.0005280479090288281","0.0005280479090288281","0.0005280479090288281"
"3899","0.0004386379514471628","0.0004386379514471628","0.0004386379514471628"
"3933","0.0003310004249215126","0.0003310004249215126","0.0003310004249215126"
"3967","0.0004145613347645849","0.0004145613347645849","0.0004145613347645849"
"4001","0.0003218232304789126","0.0003218232304789126","0.0003218232304789126"
"4035","0.0005144001333974302","0.0005144001333974302","0.0005144001333974302"
"4069","0.000551559089217335","0.000551559089217335","0.000551559089217335"
"4103","0.0007791868702042848","0.0007791868702042848","0.0007791868702042848"
"4137","0.00036134550464339554","0.00036134550464339554","0.00036134550464339554"
"4171","0.00038954497722443193","0.00038954497722443193","0.00038954497722443193"
"4205","0.0006022804882377386","0.0006022804882377386","0.0006022804882377386"
"4239","0.0003213959571439773","0.0003213959571439773","0.0003213959571439773"
"4273","0.000389985041692853","0.000389985041692853","0.000389985041692853"
"4307","0.00041408919787500054","0.00041408919787500054","0.00041408919787500054"
"4341","0.0004720287979580462","0.0004720287979580462","0.0004720287979580462"
"4375","0.0004459089832380414","0.0004459089832380414","0.0004459089832380414"
"4409","0.00020678169676102698","0.00020678169676102698","0.00020678169676102698"
"4443","0.00041198430699296296","0.00041198430699296296","0.00041198430699296296"
"4477","0.00039620365714654326","0.00039620365714654326","0.00039620365714654326"
"4511","0.0002551678189774975","0.0002551678189774975","0.0002551678189774975"
"4545","0.00014605805336032063","0.00014605805336032063","0.00014605805336032063"
"4579","0.00025412291870452464","0.00025412291870452464","0.00025412291870452464"
"4613","0.0002956377575173974","0.0002956377575173974","0.0002956377575173974"
"4647","0.00039506738539785147","0.00039506738539785147","0.00039506738539785147"
"4681","0.0002742096548900008","0.0002742096548900008","0.0002742096548900008"
"4715","0.0004376132565084845","0.0004376132565084845","0.0004376132565084845"
"4749","0.0004782648175023496","0.0004782648175023496","0.0004782648175023496"
"4783","0.0007574428746011108","0.0007574428746011108","0.0007574428746011108"
"4817","0.0003614335728343576","0.0003614335728343576","0.0003614335728343576"
"4851","0.00039820246456656605","0.00039820246456656605","0.00039820246456656605"
"4885","0.00022117650951258838","0.00022117650951258838","0.00022117650951258838"
"4919","0.00041369728569407016","0.00041369728569407016","0.00041369728569407016"
"4953","0.0004960611695423722","0.0004960611695423722","0.0004960611695423722"
"4987","0.00036061584251001477","0.00036061584251001477","0.00036061584251001477"
"5021","0.0003002623561769724","0.0003002623561769724","0.0003002623561769724"
"5055","0.0003280216333223507","0.0003280216333223507","0.0003280216333223507"
"5089","0.00029798937612213194","0.00029798937612213194","0.00029798937612213194"
"5123","0.0005701981135644019","0.0005701981135644019","0.0005701981135644019"
"5157","0.0003472333773970604","0.0003472333773970604","0.0003472333773970604"
"5191","0.00034417516144458205","0.00034417516144458205","0.00034417516144458205"
"5225","0.0004446942766662687","0.0004446942766662687","0.0004446942766662687"
"5259","0.0003462983586359769","0.0003462983586359769","0.0003462983586359769"
"5293","0.0003564839134924114","0.0003564839134924114","0.0003564839134924114"
"5327","0.0004954625619575381","0.0004954625619575381","0.0004954625619575381"
"5361","0.00019171548774465919","0.00019171548774465919","0.00019171548774465919"
"5395","0.0006225853867363185","0.0006225853867363185","0.0006225853867363185"
"5429","0.0006934237899258733","0.0006934237899258733","0.0006934237899258733"
"5463","0.0004108556022401899","0.0004108556022401899","0.0004108556022401899"
"5497","0.0005748625844717026","0.0005748625844717026","0.0005748625844717026"
"5531","0.0006354365759762004","0.0006354365759762004","0.0006354365759762004"
"5565","0.0005782363004982471","0.0005782363004982471","0.0005782363004982471"
"5599","0.00037621190131176263","0.00037621190131176263","0.00037621190131176263"
"5633","0.00028536602621898055","0.00028536602621898055","0.00028536602621898055"
"5667","0.0002967733016703278","0.0002967733016703278","0.0002967733016703278"
"5701","0.00038070359732955694","0.00038070359732955694","0.00038070359732955694"
"5735","0.00026825103850569576","0.00026825103850569576","0.00026825103850569576"
"5769","0.0004983911057934165","0.0004983911057934165","0.0004983911057934165"
"5803","0.0004339379956945777","0.0004339379956945777","0.0004339379956945777"
"5837","0.0002902911219280213","0.0002902911219280213","0.0002902911219280213"
"5871","0.0003053633408853784","0.0003053633408853784","0.0003053633408853784"
"5905","0.0006018001586198807","0.0006018001586198807","0.0006018001586198807"
"5939","0.00034099114418495446","0.00034099114418495446","0.00034099114418495446"
"5973","0.0005138550186529756","0.0005138550186529756","0.0005138550186529756"
"6007","0.0005930260813329369","0.0005930260813329369","0.0005930260813329369"
"6041","0.0003134898142889142","0.0003134898142889142","0.0003134898142889142"
"6075","0.0003500433813314885","0.0003500433813314885","0.0003500433813314885"
"6109","0.00034351341309957206","0.00034351341309957206","0.00034351341309957206"
"6143","0.000684177502989769","0.000684177502989769","0.000684177502989769"
"6177","0.000447876809630543","0.000447876809630543","0.000447876809630543"
"6211","0.00038066436536610126","0.00038066436536610126","0.00038066436536610126"
"6245","0.0005115547683089972","0.0005115547683089972","0.0005115547683089972"
"6279","0.0003065759956371039","0.0003065759956371039","0.0003065759956371039"
"6313","0.0004039956838823855","0.0004039956838823855","0.0004039956838823855"
"6347","0.0003231425944250077","0.0003231425944250077","0.0003231425944250077"
"6381","0.0003165697562508285","0.0003165697562508285","0.0003165697562508285"
"6415","0.0003256002673879266","0.0003256002673879266","0.0003256002673879266"
"6449","0.00039348751306533813","0.00039348751306533813","0.00039348751306533813"
"6483","0.00031402549939230084","0.00031402549939230084","0.00031402549939230084"
"6517","0.0004487214609980583","0.0004487214609980583","0.0004487214609980583"
"6551","0.0002982807927764952","0.0002982807927764952","0.0002982807927764952"
"6585","0.00034221343230456114","0.00034221343230456114","0.00034221343230456114"
"6619","0.0002725110243773088","0.0002725110243773088","0.0002725110243773088"
"6653","0.00032151557388715446","0.00032151557388715446","0.00032151557388715446"
"6687","0.00021523287432501093","0.00021523287432501093","0.00021523287432501093"
"6721","0.00032714748522266746","0.00032714748522266746","0.00032714748522266746"
"6755","0.00037660892121493816","0.00037660892121493816","0.00037660892121493816"
"6789","0.00024345782003365457","0.00024345782003365457","0.00024345782003365457"
"6823","0.0003057468420593068","0.0003057468420593068","0.0003057468420593068"
"6857","0.0006089790840633214","0.0006089790840633214","0.0006089790840633214"
"6891","0.00047591052134521306","0.00047591052134521306","0.00047591052134521306"
"6925","0.0005923330900259316","0.0005923330900259316","0.0005923330900259316"
"6959","0.0005244692147243768","0.0005244692147243768","0.0005244692147243768"
"6993","0.00018493518291506916","0.00018493518291506916","0.00018493518291506916"
"7027","0.00037656311178579926","0.00037656311178579926","0.00037656311178579926"
"7061","0.0006527513614855707","0.0006527513614855707","0.0006527513614855707"
"7095","0.000333207513904199","0.000333207513904199","0.000333207513904199"
"7129","0.00048354017781093717","0.00048354017781093717","0.00048354017781093717"
"7163","0.0003976762527599931","0.0003976762527599931","0.0003976762527599931"
"7197","0.0002898327657021582","0.0002898327657021582","0.0002898327657021582"
"7231","0.0002108897315338254","0.0002108897315338254","0.0002108897315338254"
"7265","0.0005681304610334337","0.0005681304610334337","0.0005681304610334337"
"7299","0.0003912079700967297","0.0003912079700967297","0.0003912079700967297"
"7333","0.0003845708561129868","0.0003845708561129868","0.0003845708561129868"
"7367","0.0005408077558968216","0.0005408077558968216","0.0005408077558968216"
"7401","0.0004876164603047073","0.0004876164603047073","0.0004876164603047073"
"7435","0.00033467197499703616","0.00033467197499703616","0.00033467197499703616"
"7469","0.0004104106919839978","0.0004104106919839978","0.0004104106919839978"
"7503","0.00022798801364842802","0.00022798801364842802","0.00022798801364842802"
"7537","0.00034774618688970804","0.00034774618688970804","0.00034774618688970804"
"7571","0.0004624261782737449","0.0004624261782737449","0.0004624261782737449"
"7605","0.0003099424939136952","0.0003099424939136952","0.0003099424939136952"
"7639","0.0004857610911130905","0.0004857610911130905","0.0004857610911130905"
"7673","0.0003751417389139533","0.0003751417389139533","0.0003751417389139533"
"7707","0.0002519848494557664","0.0002519848494557664","0.0002519848494557664"
"7741","0.0004868539690505713","0.0004868539690505713","0.0004868539690505713"
"7775","0.00036429468309506774","0.00036429468309506774","0.00036429468309506774"
"7809","0.00023122000857256353","0.00023122000857256353","0.00023122000857256353"
"7843","0.0006255636690184474","0.0006255636690184474","0.0006255636690184474"
"7877","0.0004916773759759963","0.0004916773759759963","0.0004916773759759963"
"7911","0.0005464318601298146","0.0005464318601298146","0.0005464318601298146"
"7945","0.0003562105994205922","0.0003562105994205922","0.0003562105994205922"
"7979","0.0002263416099594906","0.0002263416099594906","0.0002263416099594906"
"8013","0.0008114965166896582","0.0008114965166896582","0.0008114965166896582"
"8047","0.0003724237176356837","0.0003724237176356837","0.0003724237176356837"
"8081","0.0005516435485333204","0.0005516435485333204","0.0005516435485333204"
"8115","0.0005130477657075971","0.0005130477657075971","0.0005130477657075971"
"8149","0.00036360585363581777","0.00036360585363581777","0.00036360585363581777"
"8183","0.0003171892531099729","0.0003171892531099729","0.0003171892531099729"
"8217","0.0004008181276731193","0.0004008181276731193","0.0004008181276731193"
"8251","0.0002798867062665522","0.0002798867062665522","0.0002798867062665522"
"8285","0.00022525506210513413","0.00022525506210513413","0.00022525506210513413"
"8319","0.0003288724401500076","0.0003288724401500076","0.0003288724401500076"
"8353","0.0003832098445855081","0.0003832098445855081","0.0003832098445855081"
"8387","0.0003684047405840829","0.0003684047405840829","0.0003684047405840829"
"8421","0.000596412573941052","0.000596412573941052","0.000596412573941052"
"8455","0.0003925892378902063","0.0003925892378902063","0.0003925892378902063"
"8489","0.0005690829711966217","0.0005690829711966217","0.0005690829711966217"
"8523","0.0005257815500954166","0.0005257815500954166","0.0005257815500954166"
"8557","0.0004038090701214969","0.0004038090701214969","0.0004038090701214969"
"8591","0.0003113688435405493","0.0003113688435405493","0.0003113688435405493"
"8625","0.0002582284505479038","0.0002582284505479038","0.0002582284505479038"
"8659","0.0005665613862220198","0.0005665613862220198","0.0005665613862220198"
"8693","0.0003405035240575671","0.0003405035240575671","0.0003405035240575671"
"8727","0.00038797190063633025","0.00038797190063633025","0.00038797190063633025"
"8761","0.000739530602004379","0.000739530602004379","0.000739530602004379"
"8795","0.0004947476700181141","0.0004947476700181141","0.0004947476700181141"
"8829","0.0004415951552800834","0.0004415951552800834","0.0004415951552800834"
"8863","0.0004820148315047845","0.0004820148315047845","0.0004820148315047845"
"8897","0.0007403141353279352","0.0007403141353279352","0.0007403141353279352"
"8931","0.0005236240103840828","0.0005236240103840828","0.0005236240103840828"
"8965","0.00028143677627667785","0.00028143677627667785","0.00028143677627667785"
"8999","0.00044689887727145106","0.00044689887727145106","0.00044689887727145106"
"9033","0.00047271550283767283","0.00047271550283767283","0.00047271550283767283"
"9067","0.00029000078211538494","0.00029000078211538494","0.00029000078211538494"
"9101","0.000269199488684535","0.000269199488684535","0.000269199488684535"
"9135","0.0004640742263291031","0.0004640742263291031","0.0004640742263291031"
"9169","0.0004476805916056037","0.0004476805916056037","0.0004476805916056037"
"9203","0.00053087790729478","0.00053087790729478","0.00053087790729478"
"9237","0.0006252219900488853","0.0006252219900488853","0.0006252219900488853"
"9271","0.00031559180933982134","0.00031559180933982134","0.00031559180933982134"
"9305","0.0006273315520957112","0.0006273315520957112","0.0006273315520957112"
"9339","0.00040727849409449846","0.00040727849409449846","0.00040727849409449846"
"9373","0.0004626247100532055","0.0004626247100532055","0.0004626247100532055"
"9407","0.00037096903542988","0.00037096903542988","0.00037096903542988"
"9441","0.0005391982267610729","0.0005391982267610729","0.0005391982267610729"
"9475","0.0004668923793360591","0.0004668923793360591","0.0004668923793360591"
"9509","0.00035481894155964255","0.00035481894155964255","0.00035481894155964255"
"9543","0.0006369888142216951","0.0006369888142216951","0.0006369888142216951"
"9577","0.0005591099616140127","0.0005591099616140127","0.0005591099616140127"
"9611","0.000516260537551716","0.000516260537551716","0.000516260537551716"
"9645","0.00039623535121791065","0.00039623535121791065","0.00039623535121791065"
"9679","0.0004094934556633234","0.0004094934556633234","0.0004094934556633234"
"9713","0.0005500474944710732","0.0005500474944710732","0.0005500474944710732"
"9747","0.00041778791637625545","0.00041778791637625545","0.00041778791637625545"
"9781","0.00030791692552156746","0.00030791692552156746","0.00030791692552156746"
"9815","0.00039948694757185876","0.00039948694757185876","0.00039948694757185876"
"9849","0.0004668532346840948","0.0004668532346840948","0.0004668532346840948"
"9883","0.0004212714411551133","0.0004212714411551133","0.0004212714411551133"
"9917","0.0008180491277016699","0.0008180491277016699","0.0008180491277016699"
"9951","0.00029434561292873695","0.00029434561292873695","0.00029434561292873695"
"9985","0.001095946179702878","0.001095946179702878","0.001095946179702878"
"10019","0.00048271651030518115","0.00048271651030518115","0.00048271651030518115"
"10053","0.0006496685091406107","0.0006496685091406107","0.0006496685091406107"
"10087","0.0006184162921272218","0.0006184162921272218","0.0006184162921272218"
"10121","0.0003702754038386047","0.0003702754038386047","0.0003702754038386047"
"10155","0.0004494244494708255","0.0004494244494708255","0.0004494244494708255"
"10189","0.0008393713505938649","0.0008393713505938649","0.0008393713505938649"
"10223","0.0006528595113195479","0.0006528595113195479","0.0006528595113195479"
"10257","0.0010076126782223582","0.0010076126782223582","0.0010076126782223582"
"10291","0.0003595407761167735","0.0003595407761167735","0.0003595407761167735"
"10325","0.0010100101353600621","0.0010100101353600621","0.0010100101353600621"
"10359","0.0004529012512648478","0.0004529012512648478","0.0004529012512648478"
"10393","0.00043513879063539207","0.00043513879063539207","0.00043513879063539207"
"10427","0.0004028058465337381","0.0004028058465337381","0.0004028058465337381"
"10461","0.0004335983539931476","0.0004335983539931476","0.0004335983539931476"
"10495","0.000865069916471839","0.000865069916471839","0.000865069916471839"
"10529","0.0011189824435859919","0.0011189824435859919","0.0011189824435859919"
"10563","0.0004644847067538649","0.0004644847067538649","0.0004644847067538649"
"10597","0.00032132735941559076","0.00032132735941559076","0.00032132735941559076"
"10631","0.0006415524694602937","0.0006415524694602937","0.0006415524694602937"
"10665","0.00041449611308053136","0.00041449611308053136","0.00041449611308053136"
"10699","0.00043274497147649527","0.00043274497147649527","0.00043274497147649527"
"10733","0.00040722612175159156","0.00040722612175159156","0.00040722612175159156"
"10767","0.0006700851663481444","0.0006700851663481444","0.0006700851663481444"
"10801","0.0005130255594849586","0.0005130255594849586","0.0005130255594849586"
"10835","0.000465525416075252","0.000465525416075252","0.000465525416075252"
"10869","0.0005337706534191966","0.0005337706534191966","0.0005337706534191966"
"10903","0.0010543031385168433","0.0010543031385168433","0.0010543031385168433"
"10937","0.0005190108786337078","0.0005190108786337078","0.0005190108786337078"
"10971","0.0005180248990654945","0.0005180248990654945","0.0005180248990654945"
"11005","0.0005484360153786838","0.0005484360153786838","0.0005484360153786838"
"11039","0.0006784307770431042","0.0006784307770431042","0.0006784307770431042"
"11073","0.000642331491690129","0.000642331491690129","0.000642331491690129"
"11107","0.00058185905800201","0.00058185905800201","0.00058185905800201"
"11141","0.000491371494717896","0.000491371494717896","0.000491371494717896"
"11175","0.00044888707634527236","0.00044888707634527236","0.00044888707634527236"
"11209","0.0010004111099988222","0.0010004111099988222","0.0010004111099988222"
"11243","0.00045728999248240143","0.00045728999248240143","0.00045728999248240143"
"11277","0.0010146700078621507","0.0010146700078621507","0.0010146700078621507"
"11311","0.000812768004834652","0.000812768004834652","0.000812768004834652"
"11345","0.0005006733117625117","0.0005006733117625117","0.0005006733117625117"
"11379","0.0008106761961244047","0.0008106761961244047","0.0008106761961244047"
